
Created CAN interfafce connector

Connected to InfluxDB

Exiting
         6998656 function calls (6985722 primitive calls) in 42.873 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       13    0.000    0.000    0.001    0.000 six.py:91(__get__)
        1    0.000    0.000    0.013    0.013 arxml.py:3(<module>)
       97    0.000    0.000    0.000    0.000 pyparsing.py:4781(<genexpr>)
        1    0.000    0.000    0.010    0.010 platform.py:946(uname)
       17    0.000    0.000    0.000    0.000 copyreg.py:96(_slotnames)
      115    0.000    0.000    0.000    0.000 dbc.py:1310(get_attributes)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0xb5e70810}
        1    0.000    0.000    0.012    0.012 zipfile.py:5(<module>)
        1    0.000    0.000    0.744    0.744 asc.py:9(<module>)
       78    0.000    0.000    0.000    0.000 traceback.py:243(__init__)
        1    0.000    0.000    0.000    0.000 token.py:78(<dictcomp>)
      164    0.000    0.000    0.000    0.000 enum.py:659(<lambda>)
        2    0.000    0.000    0.000    0.000 {function socket.close at 0xb6464cd8}
        1    0.000    0.000    0.007    0.007 pickle.py:24(<module>)
       18    0.000    0.000    0.005    0.000 __init__.py:448(_check_auto_args)
        1    0.000    0.000    0.007    0.007 pyparsing.py:4875(_makeTags)
       20    0.000    0.000    0.000    0.000 pyparsing.py:663(__iadd__)
        1    0.000    0.000    0.000    0.000 dbc.py:902(_load_attributes)
       50    0.000    0.000    0.000    0.000 textparser.py:74(mark_max_restore)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1613(_make_netmask)
        1    0.000    0.000    0.002    0.002 adapters.py:9(<module>)
        1    0.000    0.000    0.000    0.000 encode_asn1.py:5(<module>)
        1    0.000    0.000    0.011    0.011 cookies.py:127(<module>)
       92    0.000    0.000    0.000    0.000 utils.py:138(<listcomp>)
        1    0.000    0.000    0.004    0.004 interface.py:77(__new__)
       38    0.000    0.000    0.002    0.000 pyparsing.py:4230(__init__)
        2    0.000    0.000    0.011    0.005 decoder.py:2(<module>)
       28    0.000    0.000    0.001    0.000 pyparsing.py:3997(__init__)
        1    0.000    0.000    0.006    0.006 signal.py:1(<module>)
       22    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap>:740(create_module)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1735(_parse_hextet)
       16    0.000    0.000    0.000    0.000 __init__.py:3102(_find_adapter)
       70    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 configparser.py:1237(__init__)
        1    0.000    0.000    0.000    0.000 backend.py:91(Backend)
       19    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1048(exec_module)
       58    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       43    0.000    0.000    0.000    0.000 ipaddress.py:1883(__init__)
       70    0.000    0.000    0.000    0.000 six.py:835(add_metaclass)
        1    0.000    0.000    0.098    0.098 textparser.py:854(parse)
      101    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.018    0.018 binding.py:5(<module>)
        1    0.000    0.000    0.008    0.008 plistlib.py:47(<module>)
      119    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
        3    0.000    0.000    0.000    0.000 poolmanager.py:152(__init__)
        1    0.000    0.000    0.000    0.000 client.py:31(InfluxDBClient)
        1    0.000    0.000    0.526    0.526 client.py:2(<module>)
        1    0.000    0.000    0.000    0.000 kcd.py:3(<module>)
       69    0.000    0.000    0.001    0.000 status_codes.py:117(<genexpr>)
        1    0.000    0.000    0.062    0.062 compat.py:9(<module>)
        1    0.000    0.000    0.000    0.000 backend.py:237(_register_default_ciphers)
        1    0.000    0.000    0.758    0.758 logger.py:5(<module>)
       18    0.000    0.000    0.000    0.000 __init__.py:737(__setattr__)
       44    0.000    0.000    0.000    0.000 pyparsing.py:209(__init__)
       23    0.000    0.000    0.000    0.000 dbc.py:1330(get_send_type)
       23    0.000    0.000    0.000    0.000 dbc.py:1365(get_protocol)
    13/12    0.000    0.000    0.099    0.008 <frozen importlib._bootstrap>:634(_load_backward_compatible)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.001    0.001 poolmanager.py:1(<module>)
        1    0.000    0.000    0.059    0.059 __init__.py:3(<module>)
        9    0.000    0.000    0.000    0.000 __init__.py:373(__getitem__)
        2    0.000    0.000    0.000    0.000 subprocess.py:1592(_wait)
        1    0.000    0.000    0.029    0.029 core.py:3(<module>)
        1    0.000    0.000    0.023    0.023 platform.py:10(<module>)
        1    0.000    0.000    0.008    0.008 __init__.py:99(<module>)
       48    0.000    0.000    0.003    0.000 textparser.py:109(_wrap_strings)
        1    0.000    0.000    0.002    0.002 textparser.py:3(<module>)
       27    0.000    0.000    0.000    0.000 dbc.py:447(_get_node_name)
       17    0.000    0.000    0.000    0.000 dbc.py:906(to_object)
       13    0.000    0.000    0.001    0.000 contextlib.py:210(contextmanager)
       15    0.000    0.000    0.000    0.000 __init__.py:659(__setitem__)
       20    0.000    0.000    0.001    0.000 ipaddress.py:1116(_ip_int_from_string)
        1    0.000    0.000    0.000    0.000 socketcan.py:437(create_socket)
       44    0.000    0.000    0.000    0.000 __init__.py:221(_releaseLock)
        5    0.000    0.000    0.000    0.000 _elliptic_curve.py:78(contains)
        5    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
       11    0.000    0.000    0.001    0.000 textparser.py:298(__init__)
        1    0.000    0.000    0.000    0.000 blf.py:15(<module>)
       12    0.000    0.000    0.000    0.000 pyparsing.py:420(__setitem__)
        1    0.000    0.000    0.010    0.010 platform.py:803(_syscmd_uname)
        2    0.000    0.000    0.006    0.003 dh.py:5(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:881(__new__)
        8    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
        2    0.000    0.000    0.001    0.000 response.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
        2    0.000    0.000    0.034    0.017 database.py:1(<module>)
        7    0.000    0.000    0.003    0.000 safesort.py:15(_build_safe_cmp_func)
        1    0.000    0.000    0.009    0.009 util.py:15(<module>)
       95    0.000    0.000    0.000    0.000 pyparsing.py:203(<genexpr>)
        1    0.000    0.000    0.014    0.014 coroutines.py:1(<module>)
        1    0.000    0.000    0.002    0.002 util.py:58(load_file_config)
        1    0.000    0.000    0.001    0.001 selector_events.py:5(<module>)
        1    0.000    0.000    0.000    0.000 tasks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sym.py:3(<module>)
      116    0.000    0.000    0.009    0.000 __init__.py:2465(_parse_extras)
        1    0.000    0.000    0.005    0.005 events.py:1(<module>)
       38    0.000    0.000    0.000    0.000 __init__.py:187(_checkLevel)
        2    0.000    0.000    0.027    0.013 exceptions.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.009    0.009 name.py:5(<module>)
        2    0.000    0.000    0.019    0.009 database.py:391(refresh)
       14    0.000    0.000    0.000    0.000 __init__.py:139(_check_size)
       35    0.000    0.000    0.000    0.000 pyparsing.py:411(__getitem__)
        5    0.000    0.000    0.001    0.000 enum.py:800(_create_pseudo_member_)
        1    0.000    0.000    0.001    0.001 connectionpool.py:159(__init__)
        1    0.000    0.000    0.001    0.001 argparse.py:62(<module>)
        1    0.000    0.000    0.007    0.007 sbcsgroupprober.py:29(<module>)
        1    0.000    0.000    0.002    0.002 interfaces.py:5(<module>)
        2    0.000    0.000    0.907    0.454 __init__.py:6(<module>)
       12    0.000    0.000    0.000    0.000 six.py:126(__init__)
      116    0.000    0.000    0.000    0.000 dbc.py:1194(<listcomp>)
       46    0.000    0.000    0.000    0.000 __init__.py:177(<listcomp>)
        1    0.000    0.000    0.001    0.001 sysconfig.py:1(<module>)
        1    0.000    0.000    0.008    0.008 subprocess.py:42(<module>)
        1    0.000    0.000    0.027    0.027 _int.py:32(<module>)
       23    0.000    0.000    0.000    0.000 pickletools.py:193(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.012    0.012 configparser.py:139(<module>)
        1    0.000    0.000    0.001    0.001 ast.py:26(<module>)
        4    0.000    0.000    0.000    0.000 retry.py:159(__init__)
        1    0.000    0.000    0.000    0.000 base_events.py:358(BaseEventLoop)
       18    0.000    0.000    0.001    0.000 ocsp.py:25(_requires_successful_response)
       25    0.000    0.000    0.000    0.000 ipaddress.py:476(_prefix_from_prefix_string)
       30    0.000    0.000    0.000    0.000 ipaddress.py:1268(__init__)
        1    0.000    0.000    0.001    0.001 streams.py:2(<module>)
       23    0.000    0.000    0.000    0.000 dbc.py:1386(get_message_name)
       46    0.000    0.000    0.000    0.000 __init__.py:17(__init__)
        5    0.000    0.000    0.014    0.003 binding.py:122(_ensure_ffi_initialized)
        1    0.000    0.000    0.002    0.002 message.py:3(<module>)
       38    0.000    0.000    0.000    0.000 __init__.py:727(__init__)
        1    0.000    0.000    0.002    0.002 ssl_.py:1(<module>)
        1    0.000    0.000    0.002    0.002 wrappers.py:1(<module>)
        2    0.000    0.000    0.001    0.001 __init__.py:71(search_function)
        2    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
       12    0.000    0.000    0.022    0.002 pyparsing.py:4251(__init__)
       87    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
        1    0.000    0.000    0.011    0.011 _parser.py:30(<module>)
        1    0.000    0.000    0.001    0.001 algorithms.py:5(<module>)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1092(_make_netmask)
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
        1    0.000    0.000    0.000    0.000 mbcssm.py:28(<module>)
        1    0.000    0.000    0.000    0.000 dbc.py:1009(_load_choices)
      125    0.000    0.000    0.000    0.000 inspect.py:2525(annotation)
       46    0.000    0.000    0.000    0.000 {built-in method binascii.hexlify}
        1    0.000    0.000    0.007    0.007 x509.py:5(<module>)
        1    0.000    0.000    0.005    0.005 ipaddress.py:9(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        6    0.000    0.000    0.098    0.016 __init__.py:35(load_module)
       14    0.000    0.000    0.001    0.000 hashlib.py:116(__get_openssl_constructor)
        1    0.000    0.000    0.017    0.017 mbcsgroupprober.py:30(<module>)
       16    0.000    0.000    0.000    0.000 pickletools.py:926(__init__)
        1    0.000    0.000    0.001    0.001 calendar.py:6(<module>)
       72    0.000    0.000    0.000    0.000 ipaddress.py:417(_check_int_address)
        2    0.000    0.000    0.000    0.000 __init__.py:332(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1103(ParserElement)
        1    0.000    0.000    0.004    0.004 hashlib.py:54(<module>)
       62    0.000    0.000    0.000    0.000 lazy.py:96(lazy)
        2    0.000    0.000    0.001    0.001 pyparsing.py:2863(__init__)
        2    0.000    0.000    0.004    0.002 queue.py:1(<module>)
       46    0.000    0.000    0.000    0.000 {built-in method binascii.unhexlify}
        1    0.000    0.000    0.006    0.006 chardistribution.py:28(<module>)
       15    0.000    0.000    0.000    0.000 __init__.py:2907(__init_subclass__)
        1    0.000    0.000    0.002    0.002 core.py:1(<module>)
       69    0.000    0.000    0.000    0.000 enum.py:628(value)
        1    0.000    0.000    0.006    0.006 _iri.py:9(<module>)
       46    0.000    0.000    0.000    0.000 utils.py:186(<listcomp>)
       44    0.000    0.000    0.000    0.000 __init__.py:1855(__init__)
       16    0.000    0.000    0.000    0.000 __init__.py:1935(find_distributions)
       47    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
       24    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 SSL.py:1537(Connection)
        1    0.000    0.000    0.028    0.028 _elliptic_curve.py:47(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:5(HTTPStatus)
        1    0.000    0.000    0.001    0.001 importer.py:4(<module>)
        1    0.000    0.000    0.003    0.003 dis.py:1(<module>)
       47    0.000    0.000    0.000    0.000 ipaddress.py:607(__init__)
       34    0.000    0.000    0.000    0.000 dbc.py:1016(<genexpr>)
       12    0.000    0.000    0.000    0.000 pyparsing.py:4757(<lambda>)
        4    0.000    0.000    0.000    0.000 threading.py:216(__init__)
       26    0.000    0.000    0.000    0.000 traceback.py:272(__getitem__)
       53    0.000    0.000    0.000    0.000 enum.py:198(<genexpr>)
       34    0.000    0.000    0.003    0.000 textparser.py:245(__init__)
       78    0.000    0.000    0.000    0.000 pyparsing.py:2052(leaveWhitespace)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
       44    0.000    0.000    0.000    0.000 __init__.py:1537(value)
        1    0.000    0.000    0.000    0.000 tempfile.py:24(<module>)
        1    0.000    0.000    0.001    0.001 copy.py:49(<module>)
        1    0.000    0.000    0.005    0.005 linecache.py:82(updatecache)
        2    0.000    0.000    0.007    0.004 scanner.py:2(<module>)
        1    0.000    0.000    0.003    0.003 decorators.py:4(<module>)
       16    0.000    0.000    0.002    0.000 pyparsing.py:1204(setResultsName)
       19    0.000    0.000    0.000    0.000 pyparsing.py:4017(__str__)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:748(exec_module)
        1    0.000    0.000    0.000    0.000 SSL.py:679(Context)
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.X509_new}
       94    0.000    0.000    0.000    0.000 ipaddress.py:550(__int__)
       65    0.000    0.000    0.000    0.000 enum.py:623(name)
        1    0.000    0.000    0.000    0.000 backend.py:159(activate_osrandom_engine)
        1    0.000    0.000    0.002    0.002 connection.py:33(create_connection)
